일자,시도명,읍면동명,거주인구,근무인구,방문인구,총 유동인구,평균 속도,평균 소요 시간,평균 기온,일강수량,평균 풍속,교통량
2018-10-11,제주시,한경면,127003.727,13758.459,69544.04,210306.226,50.821,45.357,14.05,0,3.6,689.714
2018-10-11,서귀포시,안덕면,356245.23,61784.995,228254.619,646284.843,51.071,45.607,14,0,2.9,0
2018-10-11,제주시,도두동,27018.311,6022.9,100432.769,133473.981,34.722,44.611,14.4,0,2.5,2135.222
2018-10-11,서귀포시,예래동,70639.954,21101.547,173072.796,264814.296,46.933,48.267,13.7,0,3,267.267
2018-10-11,서귀포시,영천동,76971.3,24300.403,98173.888,199445.591,39.87,18.913,14.3,0,2,0
2018-10-11,제주시,이도2동,1151416.403,189124.817,546842.781,1887384.001,27.231,43.154,12.8,0,2.5,379.308
2018-10-11,제주시,노형동,1192309.337,183151.859,520780.059,1896241.255,36.494,34.506,6.3,0.5,1.8,1607.816
2018-10-11,제주시,아라동,884498.766,207058.767,362189.31,1453746.844,37.778,67.259,8.867,0,2.7,1543.889
2018-10-11,서귀포시,표선면,198635.749,25264.132,162865.895,386765.776,49.375,32.969,13.6,0,2.3,0
2018-10-11,제주시,외도동,218442.855,14562.486,116786.269,349791.61,29.65,38.3,14.4,0,2.5,1546.45
2018-10-11,제주시,삼양동,451347.988,22217.802,96929.296,570495.087,30.714,18.286,11.267,0,4.067,992.143
2018-10-11,제주시,건입동,151902.073,25168.912,192279.303,369350.289,29.8,57.2,9.4,0,2.5,557
2018-10-11,서귀포시,중앙동,43989.783,17822.49,113963.317,175775.59,59,32.714,14.3,0,2,0
2018-10-12,제주시,건입동,144142.002,23807.288,187239.753,355189.043,29.8,51.6,8.9,0,2.1,577.4
2018-10-12,제주시,이호동,67524.83,7196.993,76988.556,151710.38,25.778,22.778,13.9,0,2,0
2018-10-12,제주시,이도1동,144909.626,36685.374,185538.768,367133.769,32.375,21.75,11.8,0,2.5,1269.625
2018-10-12,서귀포시,정방동,39261.227,8891.839,110304.961,158458.028,58.875,28.75,13.3,0,1.5,0
2018-10-12,제주시,삼도1동,202473.13,18131.965,148092.2,368697.296,27.75,29.875,11.8,0,2.5,0
2018-10-12,제주시,삼도2동,101455.286,17097.158,138482.788,257035.233,26.667,19,11.8,0,2.5,0
2018-10-12,서귀포시,천지동,58066.574,5340.053,61269.741,124676.367,47.474,26.474,13.3,0,1.5,0
2018-10-12,제주시,연동,1012118.592,160270.824,631451.518,1803840.934,36.925,41.057,6.1,0,1.2,1013.17
2018-10-12,제주시,봉개동,69172.882,37925.451,117493.129,224591.462,34.091,59.636,8.9,0,2.1,0
2018-10-12,서귀포시,대륜동,272493.067,35649.612,229859.326,538002.005,37.074,33.852,13.3,0,1.5,0
2018-10-12,서귀포시,중앙동,39216.78,17407.551,116665.882,173290.213,59,32.286,13.3,0,1.5,0
2018-10-12,제주시,도두동,26396.888,5870.383,122057.935,154325.206,34.111,49.111,13.9,0,2,2188.222
2018-10-12,서귀포시,영천동,76778.309,22897.645,92851.36,192527.314,40.478,18.478,13.3,0,1.5,0
2018-10-12,서귀포시,안덕면,355157.498,61144.209,239211.246,655512.952,50.286,45.857,13.5,0,3.7,0
2018-10-12,제주시,일도2동,606655.622,42136.898,233761.554,882554.074,27.364,44.182,11.8,0,2.5,807.727
2018-10-12,서귀포시,대정읍,385087.955,26285.769,162176.737,573550.461,55.647,45.471,15.233,0,5.867,451.059
2018-10-12,제주시,오라동,267260.235,33090.394,264976.779,565327.408,34.188,45.25,11.8,0,2.5,337.125
2018-10-12,제주시,노형동,1176774.73,175435.242,528715.609,1880925.581,36.299,35.011,6.1,0,1.2,1623.54
2018-10-12,제주시,일도1동,30590.182,8006.846,71838.55,110435.578,26.25,28.5,11.8,0,2.5,0
2018-10-12,서귀포시,동홍동,367571.371,43546.547,164921.193,576039.111,38.762,31.571,13.3,0,1.5,0
2018-10-12,서귀포시,서홍동,101976.818,8798.005,71094.977,181869.801,38.222,27.889,13.3,0,1.5,0
2018-10-12,서귀포시,예래동,71244.925,20228.909,182797.532,274271.366,47.033,47.433,13.55,0,3,276.233
2018-10-12,제주시,이도2동,1148318.366,189447.954,582775.232,1920541.552,27.154,43.154,11.8,0,2.5,387.077
2018-10-12,제주시,외도동,220536.748,14976.734,118092.802,353606.284,29.95,36.5,13.9,0,2,1541.2
2018-10-12,제주시,애월읍,702567.312,91615.488,525904.063,1320086.862,51.933,51.18,7.2,0,3.275,157.708
2018-10-12,서귀포시,남원읍,266397.81,23987.493,181852.986,472238.289,52.857,40.771,10.95,0,3.7,75.629
2018-10-12,제주시,화북동,544852.854,74028.132,217397.217,836278.202,31.308,38.808,10.633,0,3.267,1871.154
2018-10-12,제주시,용담1동,132047.052,13434.317,94497.054,239978.424,32,19,11.8,0,2.5,1213.5
2018-10-12,제주시,구좌읍,269769.062,42295.516,199625.135,511689.712,52.844,41.812,13.467,0,3.733,0
2018-10-12,제주시,아라동,857906.693,182104.582,322653.206,1362664.481,38,64.63,9.033,0,1.9,1594.148
2018-10-12,제주시,조천읍,411857.933,52160.975,312402.103,776421.011,50.943,48.029,10.633,0,3.267,0
2018-10-12,서귀포시,표선면,200172.886,23854.717,174685.764,398713.368,49.781,32.844,13.1,0,3,0
2018-10-12,서귀포시,성산읍,277790.028,25955.54,241359.229,545104.797,47.143,58.238,13.1,0,3,0
2018-10-12,제주시,용담2동,218617.563,80065.06,360799.582,659482.206,27,37.545,11.8,0,2.5,1258.545
2018-10-12,제주시,삼양동,447006.933,21204.598,102597.544,570809.075,30.143,18.286,10.633,0,3.267,1033.857
2018-10-12,서귀포시,중문동,177763.092,21573.359,135849.692,335186.144,49.056,43.333,5.4,0,2.4,0
2018-10-12,제주시,한경면,130405.276,14462.779,77041.798,221909.852,50.607,45.107,13.3,0,3.6,724.786
2018-10-12,제주시,한림읍,445633.942,56987.995,246934.977,749556.914,50.694,62.444,13.3,0,3.6,111.681
2018-10-12,서귀포시,효돈동,75676.766,4235.84,35005.173,114917.78,39.4,20.2,10.95,0,3.7,0
2018-10-12,서귀포시,송산동,202550.562,23236.62,103786.034,329573.215,45.61,30.512,13.3,0,1.5,147.732
2018-10-13,제주시,아라동,875536.869,68540.525,283434.126,1227511.52,38.556,62.63,9.533,0,1.9,1555.222
2018-10-13,제주시,애월읍,733377.575,65067.226,571730.66,1370175.462,51.966,51,8.1,0,2.4,157.438
2018-10-13,서귀포시,효돈동,78355.618,2831.376,38609.814,119796.808,39.733,19.933,11.625,0,2.8,0
2018-10-13,서귀포시,대정읍,379293.342,17521.765,181822.624,578637.731,55.765,45.118,16.1,0,3.667,442.941
2018-10-13,제주시,도두동,28391.383,4712.756,104950.491,138054.63,35.167,42.556,13.6,0,1.9,2092.5
2018-10-13,제주시,삼도2동,105847.098,14697.46,148214.569,268759.126,27.667,17,12,0,2.8,0
2018-10-13,서귀포시,남원읍,271060.918,18639.582,192210.841,481911.341,53.629,40.543,11.625,0,2.8,76.571
2018-10-13,서귀포시,중앙동,45211.841,11068.014,113348.921,169628.776,59,32.714,14.5,0,1.7,0
2018-10-13,제주시,이도1동,157427.408,21977.735,196053.772,375458.916,33.375,19.875,12,0,2.8,1197.875
2018-10-13,서귀포시,대륜동,288335.44,22163.904,228025.579,538524.923,37.037,34,14.5,0,1.7,0
2018-10-13,제주시,용담2동,231939.639,52716.715,321800.551,606456.905,28.455,31.545,12,0,2.8,1153.182
2018-10-13,서귀포시,중문동,179788.036,13704.334,141053.468,334545.839,49.389,43.333,5.7,0,1.1,0
2018-10-13,서귀포시,성산읍,274784.365,20814.973,233294.983,528894.322,46.952,58.19,14.3,0,2.6,0
2018-10-13,제주시,외도동,237175.07,11790.877,113919.275,362885.222,30.85,34.65,13.6,0,1.9,1463.15
2018-10-13,서귀포시,영천동,77268.819,10494.717,83374.669,171138.205,40.087,18.565,14.5,0,1.7,0
2018-10-13,제주시,일도1동,30464.981,7414.27,81227.312,119106.563,27,26.25,12,0,2.8,0
2018-10-13,서귀포시,표선면,201582.061,16154.145,188588.804,406325.011,50.031,32.531,14.3,0,2.6,0
2018-10-13,서귀포시,동홍동,378527.051,30233.03,158575.947,567336.028,38.905,31.143,14.5,0,1.7,0
2018-10-13,제주시,화북동,562616.6,34824.865,202930.314,800371.779,32.154,35.692,11.033,0,2.167,1730.385
2018-10-13,서귀포시,서홍동,111467.07,5893.648,69374.925,186735.643,38.556,28.111,14.5,0,1.7,0
2018-10-13,제주시,한경면,131096.894,8850.108,89841.545,229788.546,50.786,45.464,13.05,0,2.3,743.571
2018-10-13,제주시,오라동,287969.271,24445.466,256999.671,569414.409,34.25,44.5,12,0,2.8,304.625
2018-10-13,서귀포시,예래동,71954.162,17938.187,189679.914,279572.263,47.333,47.567,13.5,0,2.2,285.833
2018-10-13,제주시,삼도1동,215434.373,14168.873,139983.984,369587.23,27.5,30.375,12,0,2.8,0
2018-10-13,제주시,이도2동,1198358.487,118678.261,592133.368,1909170.117,27.231,41.385,12,0,2.8,374.5
2018-10-13,제주시,일도2동,649081.366,32617.976,245130.621,926829.963,28.273,43,12,0,2.8,776.091
2018-10-13,제주시,한림읍,432090.547,30900.445,246689.257,709680.249,51,62.111,13.05,0,2.3,133.458
2018-10-13,제주시,삼양동,478739.748,15002.661,108603.418,602345.826,31.429,16.857,11.033,0,2.167,901.143
2018-10-13,제주시,봉개동,73313.681,10828.225,122369.063,206510.969,35.273,58.455,8.1,0,1.7,0
2018-10-13,서귀포시,안덕면,343882.258,45111.489,248465.821,637459.568,50.786,45.214,13.4,0,2.7,0
2018-10-13,제주시,구좌읍,265768.595,22007.104,219035.109,506810.807,52.938,41.812,13.8,0,2.033,0
2018-10-13,제주시,이호동,73041.925,5083.057,77870.527,155995.51,26.556,22.556,13.6,0,1.9,0
2018-10-13,제주시,노형동,1220871.344,109761.934,508850.909,1839484.187,37.276,32.517,4.6,0,0.7,1573.552
2018-10-13,제주시,용담1동,139884.38,8415.265,93477.014,241776.659,33.833,16.833,12,0,2.8,1144.167
2018-10-13,제주시,조천읍,424713.384,35979.147,337620.496,798313.027,51.514,48.057,11.033,0,2.167,0
2018-10-13,제주시,건입동,154519.81,15389.06,176191.663,346100.532,30.6,47.6,8.1,0,1.7,548.6
2018-10-13,제주시,연동,1041508.339,105919.896,600818.323,1748246.558,38.34,38.264,4.6,0,0.7,961.113
2018-10-13,서귀포시,정방동,40996.118,8500.56,99219.144,148715.822,59,29.125,14.5,0,1.7,0
2018-10-13,서귀포시,천지동,63487.845,3826.12,58936.914,126250.879,48,26.632,14.5,0,1.7,0
2018-10-13,서귀포시,송산동,208278.476,16125.978,99153.995,323558.448,45.683,30.463,14.5,0,1.7,154.78
2018-10-14,제주시,삼도2동,111488.488,13591.933,149641.007,274721.428,31.333,14,15.1,0,2.3,0
2018-10-14,제주시,일도1동,31513.555,6608.856,77264.229,115386.64,29.5,23.25,15.1,0,2.3,0
2018-10-14,제주시,애월읍,722117.124,54049.584,549248.285,1325414.993,52.18,50.888,10.75,0,2.05,135.764
2018-10-14,제주시,연동,1071051.68,95472.043,571395.578,1737919.301,39.321,34.604,9.2,0,0.6,857.887
2018-10-14,서귀포시,중문동,185601.36,13308.31,133371.475,332281.145,49.278,43.056,9.2,0,0.9,0
2018-10-14,서귀포시,천지동,65542.21,3532.285,57829.783,126904.278,47.526,26.632,16.8,0,1.6,0
2018-10-14,서귀포시,효돈동,81570.48,2777.237,36923.251,121270.967,40,19.733,14.425,0,2.825,0
2018-10-14,제주시,이도2동,1214424.257,95699.759,518766.037,1828890.053,28.923,37.308,15.1,0,2.3,349.231
2018-10-14,제주시,일도2동,678614.659,29465.743,246171.059,954251.461,29.636,40.909,15.1,0,2.3,716.818
2018-10-14,제주시,도두동,29427.607,4229.202,97990.715,131647.524,38.944,30.111,16.2,0,1.7,1836.778
2018-10-14,서귀포시,송산동,218339.656,15601.299,103014.42,336955.374,45.805,30.146,16.8,0,1.6,131.488
2018-10-14,서귀포시,대정읍,385771.959,15251.014,188870.652,589893.625,55.706,44.824,17.867,0,3.1,425.588
2018-10-14,제주시,노형동,1254155.499,92750.928,472061.042,1818967.47,38.471,30.552,9.2,0,0.6,1409.885
2018-10-14,제주시,아라동,907816.603,59721.883,293783.911,1261322.397,39.926,61.148,12.2,0,1.8,1427.556
2018-10-14,제주시,한경면,132046.249,8633.316,89894.087,230573.652,51.357,44.929,16.35,0,2.2,701.393
2018-10-14,서귀포시,성산읍,282583.46,19517.156,227072.645,529173.262,47.762,57.762,16.9,0,2.7,0
2018-10-14,서귀포시,남원읍,280491.876,16723.799,200749.414,497965.089,54.143,40.286,14.425,0,2.825,68.943
2018-10-14,제주시,구좌읍,269447.252,18761.864,200151.873,488360.989,53.281,41.688,17.067,1.333,2,0
2018-10-14,제주시,삼양동,499778.194,13086.051,107157.911,620022.156,32.429,15.714,13.667,0,1.5,754.286
2018-10-14,서귀포시,안덕면,356452.023,42607.023,235145.764,634204.81,51.321,45.179,16.6,0,2.4,0
2018-10-14,제주시,건입동,158456.796,14395.046,171957.566,344809.408,32.2,46.4,11.7,0,1.2,461
2018-10-14,서귀포시,서홍동,114885.156,5022.18,70509.721,190417.057,38.111,28.222,16.8,0,1.6,0
2018-10-14,제주시,용담1동,145012.617,7691.941,95828.683,248533.242,35.833,15.833,15.1,0,2.3,922.833
2018-10-14,서귀포시,영천동,77400.965,6842.478,75991.303,160234.746,40.609,18.391,16.8,0,1.6,0
2018-10-14,서귀포시,예래동,73165.305,17221.421,180036.639,270423.365,47.4,47.767,15.85,0,1.45,243.167
2018-10-14,제주시,화북동,590371.786,28914.078,193735.745,813021.61,34.462,31.308,13.667,0,1.5,1485.538
2018-10-14,제주시,오라동,295415.268,21208.02,248574.948,565198.236,35.062,43.562,15.1,0,2.3,254.938
2018-10-14,서귀포시,정방동,42803.736,7766.847,94769.695,145340.278,59.125,28.75,16.8,0,1.6,0
2018-10-14,제주시,삼도1동,226551.945,12152.283,140227.062,378931.291,28.75,28.5,15.1,0,2.3,0
2018-10-14,제주시,조천읍,437777.509,30532.516,336472.753,804782.777,51.086,47.829,13.667,0,1.5,0
2018-10-14,제주시,이호동,76324.992,4182.753,70579.757,151087.502,28.222,20.444,16.2,0,1.7,0
2018-10-14,제주시,봉개동,75243.642,6948.941,116283.154,198475.738,36.273,57.273,11.7,0,1.2,0
2018-10-14,제주시,용담2동,237573.054,51234.337,317742.86,606550.25,29.818,29,15.1,0,2.3,954.273
2018-10-14,서귀포시,동홍동,397228.359,28869.394,163557.411,589655.164,39.048,30.524,16.8,0,1.6,0
2018-10-14,서귀포시,대륜동,296475.358,18629.532,216363.692,531468.582,38.148,33.481,16.8,0,1.6,0
2018-10-14,제주시,한림읍,433018.384,24349.359,231246.373,688614.116,51.222,62,16.35,0,2.2,86.472
2018-10-14,서귀포시,표선면,198308.199,14919.062,184534.374,397761.635,50.344,32.375,16.9,0,2.7,0
2018-10-14,제주시,이도1동,160755.507,18834.414,182408.924,361998.845,35.125,18,15.1,0,2.3,1094.875
2018-10-14,제주시,외도동,256097.503,11697.715,138723.511,406518.729,32.3,32.6,16.2,0,1.7,1298.45
2018-10-14,서귀포시,중앙동,42738.973,9395.574,98835.805,150970.352,59.286,32.286,16.8,0,1.6,0
2018-10-15,제주시,노형동,1186194.781,180848.783,531160.164,1898203.727,37.011,32.46,10.4,0,0.6,1441.276
2018-10-15,서귀포시,중문동,178762.359,19668.861,120990.881,319422.101,49.222,42.778,8.8,0,0.5,0
2018-10-15,제주시,아라동,894625.006,211334.741,365094.406,1471054.153,38.667,60.778,12.6,0,1.467,1514.556
2018-10-15,서귀포시,대정읍,389804.609,25939.636,169829.95,585574.196,55.176,45.647,18.933,0,2.6,463.412
2018-10-15,제주시,오라동,271275.882,35329.664,260242.916,566848.462,34,45.438,15.6,0,2.1,317.438
2018-10-15,서귀포시,성산읍,276852.961,26104.569,221777.301,524734.831,46.619,59.19,17,0,2.5,0
2018-10-15,제주시,삼도1동,204828.531,17309.575,143688.956,365827.062,27.875,29.375,15.6,0,2.1,0
2018-10-15,서귀포시,남원읍,270847.067,25123.195,183640.215,479610.476,53.486,40.286,14.825,0,2.7,72.229
2018-10-15,제주시,이호동,68458.848,7095.75,69341.539,144896.137,26.667,22.111,16.8,0,1.8,0
2018-10-15,제주시,용담2동,223280.009,79768.035,329045.91,632093.954,28.273,33.273,15.6,0,2.1,1237.091
2018-10-15,서귀포시,정방동,40526.577,9096.657,95599.84,145223.074,59,29,17.9,0,1.4,0
2018-10-15,서귀포시,서홍동,106600.415,10392.118,67286.843,184279.376,39,27.778,17.9,0,1.4,0
2018-10-15,서귀포시,중앙동,44252.427,17906.643,117416.685,179575.755,59,32.571,17.9,0,1.4,0
2018-10-15,서귀포시,안덕면,367534.848,63602.152,220601.022,651738.023,51.179,45.321,16.6,0,2.3,0
2018-10-15,제주시,봉개동,69314.869,34246.491,111288.315,214849.675,35.364,58.182,12.2,0,1.1,0
2018-10-15,제주시,화북동,546897.778,74844.019,210394.664,832136.461,32.038,37.077,14.233,0,1.567,1858.731
2018-10-15,제주시,조천읍,416015.2,50663.373,304254.9,770933.473,50.943,48.4,14.233,0,1.567,0
2018-10-15,서귀포시,예래동,69912.688,19800.622,165304.936,255018.246,46.967,47.8,16.5,0,1.6,255.9
2018-10-15,서귀포시,영천동,76988.374,22975.469,82008.392,181972.236,39.652,18.913,17.9,0,1.4,0
2018-10-15,제주시,건입동,144077.575,21960.928,150182.408,316220.912,30.2,53,12.2,0,1.1,573
2018-10-15,제주시,한경면,131922.199,15088.607,84890.987,231901.792,51.036,45.571,16.55,0,2.45,711.607
2018-10-15,제주시,구좌읍,272869.821,43571.3,189019.866,505460.986,53.656,41.25,17.267,0,1.9,0
2018-10-15,제주시,삼양동,454464.093,21714.202,100638.412,576816.707,30.857,17.571,14.233,0,1.567,995.143
2018-10-15,제주시,애월읍,710443.605,86288.039,501597.232,1298328.876,51.899,50.978,11.35,0,1.9,161.416
2018-10-15,제주시,이도1동,147100.009,36602.829,180254.877,363957.715,31.25,22.625,15.6,0,2.1,725.5
2018-10-15,제주시,도두동,26251.694,5978.188,94691.245,126921.127,35.778,43.778,16.8,0,1.8,2136.333
2018-10-15,서귀포시,표선면,199763.502,23795.135,156634.596,380193.233,49.438,32.719,17,0,2.5,0
2018-10-15,서귀포시,송산동,212193.14,23441.851,99770.369,335405.359,45.585,30.512,17.9,0,1.4,137.805
2018-10-15,제주시,이도2동,1154853.156,186499.977,535434.097,1876787.23,27.115,42.038,15.6,0,2.1,375.115
2018-10-15,서귀포시,대륜동,287413.95,35496.591,226711.386,549621.927,38.481,32.741,17.9,0,1.4,0
2018-10-15,제주시,용담1동,135430.22,14821.931,95427.864,245680.015,34.5,17,15.6,0,2.1,1198.333
2018-10-15,제주시,연동,1025122.686,162087.447,592732.515,1779942.649,38.094,40.057,10.4,0,0.6,987
2018-10-15,서귀포시,천지동,61390.886,6193.233,57159.647,124743.766,48,26.474,17.9,0,1.4,0
2018-10-15,제주시,외도동,222284.131,14625.403,103817.447,340726.981,30.25,36.25,16.8,0,1.8,1290.25
2018-10-15,서귀포시,효돈동,77899.258,4886.956,35474.882,118261.096,39.067,20.067,14.825,0,2.7,0
2018-10-15,서귀포시,동홍동,386877.07,43730.741,162438.09,593045.901,38.762,31.429,17.9,0,1.4,0
2018-10-15,제주시,일도2동,613863.875,41640.338,231016.577,886520.79,27.727,43.364,15.6,0,2.1,793.182
2018-10-15,제주시,일도1동,30780.72,8254.978,64623.153,103658.852,27.75,24.5,15.6,0,2.1,0
2018-10-15,제주시,한림읍,429523.765,51154.165,229741.524,710419.453,50.139,63.069,16.55,0,2.45,106.806
2018-10-15,제주시,삼도2동,103939.214,18950.321,135189.728,258079.263,27.333,17.333,15.6,0,2.1,0
2018-10-16,서귀포시,예래동,69697.601,19579.751,178168.631,267445.983,46.3,48.6,13.45,3.75,2.2,244.733
2018-10-16,서귀포시,송산동,209552.083,23470.357,102308.859,335331.299,44.707,31.22,14.6,3,1.3,132.683
2018-10-16,제주시,이도2동,1155772.009,193847.803,545460.095,1895079.908,26.808,42.577,13.1,3,2.9,371.115
2018-10-16,서귀포시,영천동,77937.684,24548.909,90574.971,193061.564,39.696,18.957,14.6,3,1.3,0
2018-10-16,서귀포시,남원읍,270413.002,24387.448,195169.95,489970.399,52.943,41.057,12.05,3.125,3.15,75.657
2018-10-16,제주시,일도2동,606924.594,43644.393,230952.117,881521.104,27.273,44.455,13.1,3,2.9,582.818
2018-10-16,제주시,삼도1동,201302.157,17825.001,145200.305,364327.463,28,30.625,13.1,3,2.9,0
2018-10-16,제주시,삼양동,449436.598,22631.723,101056.972,573125.293,29.857,18.714,11.833,3.333,2.267,571.143
2018-10-16,서귀포시,성산읍,277493.678,24859.11,245270.688,547623.476,46.238,59.19,14.3,3,2.4,0
2018-10-16,제주시,한림읍,424546.154,49877.048,257978.948,732402.15,50.306,62.903,14.3,2.75,2.4,123.75
2018-10-16,제주시,애월읍,701109.08,85354.067,537972.637,1324435.784,51.865,50.91,7.267,3.875,2.867,159.921
2018-10-16,제주시,한경면,130607.828,14463.092,70877.317,215948.236,50.536,45.357,14.3,2.75,2.4,697.893
2018-10-16,제주시,봉개동,69319.721,34035.047,123360.945,226715.713,34.545,59,9.7,4,1.5,0
2018-10-16,제주시,조천읍,413441.268,51940.775,306777.774,772159.817,50.914,48.286,11.833,3.333,2.267,0
2018-10-16,제주시,이호동,67064.127,6726.988,75178.199,148969.313,27.111,22.333,13.9,3.5,1.7,0
2018-10-16,제주시,용담1동,138113.425,16076.705,94937.852,249127.982,31.5,21.667,13.1,3,2.9,563.167
2018-10-16,제주시,용담2동,223677.53,77772.55,328925.814,630375.894,27.273,33.091,13.1,3,2.9,566.182
2018-10-16,서귀포시,동홍동,382842.42,43474.277,164746.057,591062.755,38.048,32.238,14.6,3,1.3,0
2018-10-16,서귀포시,중문동,179072.781,19972.645,132649.048,331694.473,48.611,43.722,7.3,5,2.3,0
2018-10-16,제주시,이도1동,149028.371,36735.795,180094.356,365858.522,30,24,13.1,3,2.9,890.875
2018-10-16,서귀포시,정방동,40088.055,9340.647,109222.351,158651.053,58.125,29.375,14.6,3,1.3,0
2018-10-16,제주시,화북동,541360.767,72940.382,212128.435,826429.583,31.654,37.962,11.833,3.333,2.267,1322.231
2018-10-16,서귀포시,중앙동,45745.212,18669.331,124594.019,189008.563,58.143,33,14.6,3,1.3,0
2018-10-16,서귀포시,대정읍,386803.006,26538.698,167891.803,581233.506,54.235,46.176,16.3,2.667,3.733,467.118
2018-10-16,제주시,외도동,223214.801,15312.242,111254.801,349781.843,29.75,36.55,13.9,3.5,1.7,1253.4
2018-10-16,서귀포시,대륜동,283109.292,35976.919,258159.906,577246.117,38.333,33.259,14.6,3,1.3,0
2018-10-16,제주시,일도1동,30384.335,7846.941,61215.815,99447.091,27.75,25,13.1,3,2.9,0
2018-10-16,제주시,구좌읍,270545.577,42920.726,179184.438,492650.741,53.469,41.031,14.967,2.5,2.767,0
2018-10-16,제주시,삼도2동,102838.549,19521.297,138921.968,261281.813,27.333,17.667,13.1,3,2.9,0
2018-10-16,서귀포시,효돈동,77999.452,4357.581,33386.802,115743.836,38.933,20.4,12.05,3.125,3.15,0
2018-10-16,제주시,연동,1028127.013,165759.526,614118.005,1808004.544,37.453,39.453,7.8,5.5,1.4,894.623
2018-10-16,제주시,오라동,269195.701,35142.707,264555.352,568893.76,33.25,46.375,13.1,3,2.9,320.125
2018-10-16,제주시,아라동,897714.75,214109.581,372099.231,1483923.562,38.259,65.296,9.933,4,1.933,1422.593
2018-10-16,제주시,건입동,144234.297,22850.94,148702.813,315788.05,31.2,47.2,9.7,4,1.5,535.2
2018-10-16,서귀포시,안덕면,364089.381,61168.737,238104.544,663362.662,50.071,46.286,14.2,3.5,3,0
2018-10-16,서귀포시,천지동,61084.185,6634.758,60988.852,128707.796,47.263,26.895,14.6,3,1.3,0
2018-10-16,제주시,도두동,27285.071,6028.417,102877.386,136190.874,34.778,38.611,13.9,3.5,1.7,1125.722
2018-10-16,서귀포시,서홍동,106724.166,11096.902,71140.647,188961.715,38.556,28.111,14.6,3,1.3,0
2018-10-16,제주시,노형동,1179512.604,181769.107,541144.877,1902426.588,36.793,32.885,7.8,5.5,1.4,1432.322
2018-10-16,서귀포시,표선면,200691.202,25755.97,175953.538,402400.71,49.281,33.406,14.3,3,2.4,0
2018-10-17,제주시,용담1동,134303.94,14661.487,91016.224,239981.652,33,18.167,13.4,0,2.6,840
2018-10-17,제주시,화북동,534973.128,74310.698,215740.865,825024.691,31.462,37.346,12.967,0,2.767,1508.462
2018-10-17,서귀포시,송산동,206299.924,23796.261,107294.883,337391.068,45.366,30.488,15.6,0,1.3,130.878
2018-10-17,서귀포시,동홍동,374411.154,44198.717,171074.771,589684.642,38.905,30.952,15.6,0,1.3,0
2018-10-17,서귀포시,서홍동,105546.193,10924.276,71422.95,187893.419,36.889,29.556,15.6,0,1.3,0
2018-10-17,제주시,오라동,267751.766,34908.153,263313.281,565973.199,33.875,45.125,13.4,0,2.6,204.875
2018-10-17,제주시,한림읍,424087.713,52346.393,300164.182,776598.287,51.028,62.097,15.3,0,3.25,116.431
2018-10-17,제주시,한경면,129937.886,13767.909,78753.47,222459.265,50.786,45.179,15.3,0,3.25,692.25
2018-10-17,제주시,건입동,140029.304,22631.171,158105.979,320766.454,31,48,11,0,2,580.8
2018-10-17,제주시,삼양동,443299.126,22134.202,105248.527,570681.855,30.429,17.714,12.967,0,2.767,694.286
2018-10-17,제주시,봉개동,68545.732,31963.924,125721.526,226231.182,34,58.818,11,0,2,0
2018-10-17,제주시,조천읍,408888.756,52956.315,349613.85,811458.921,51.371,47.686,12.967,0,2.767,0
2018-10-17,제주시,이호동,66301.848,7115.445,83974.609,157391.902,26.111,22.222,14.8,0,1.5,0
2018-10-17,서귀포시,남원읍,265057.917,24671.317,216460.605,506189.838,53.029,40.543,14,0,3.7,69.171
2018-10-17,제주시,일도1동,28611.669,7832.057,64336.329,100780.056,27.75,24.75,13.4,0,2.6,0
2018-10-17,서귀포시,중문동,178009.008,19407.939,147295.826,344712.774,49.389,43.111,8.9,0,3.3,0
2018-10-17,제주시,이도1동,146278.935,35763.539,179797.263,361839.737,32.5,21.125,13.4,0,2.6,1276.875
2018-10-17,서귀포시,정방동,39414.256,8402.037,122910.273,170726.567,58.5,29.75,15.6,0,1.3,0
2018-10-17,서귀포시,중앙동,42824.856,18314.359,121840.742,182979.957,58.429,33.429,15.6,0,1.3,0
2018-10-17,서귀포시,대정읍,381777.475,25926.609,165791.727,573495.811,54.882,45.529,17.033,0,6.167,430.059
2018-10-17,서귀포시,대륜동,282470.953,35507.581,262064.047,580042.58,37.778,34,15.6,0,1.3,0
2018-10-17,제주시,도두동,26725.2,6448.86,121700.569,154874.628,34.333,40.056,14.8,0,1.5,1348.444
2018-10-17,제주시,삼도2동,103569.487,19640.944,145481.482,268691.912,26.667,18,13.4,0,2.6,0
2018-10-17,제주시,삼도1동,199888.015,17959.941,143688.279,361536.235,27.25,30.125,13.4,0,2.6,0
2018-10-17,서귀포시,효돈동,77622.005,3929.122,35403.991,116955.118,39.067,20.467,14,0,3.7,0
2018-10-17,제주시,애월읍,702494.199,87362.879,591196.857,1381053.935,51.989,50.865,7.767,0,2.7,137.652
2018-10-17,서귀포시,표선면,199242.589,25639.361,188348.286,413230.236,49.344,33.031,15.7,0,3.4,0
2018-10-17,서귀포시,천지동,60436.842,6601.601,66722.776,133761.219,46.789,27.684,15.6,0,1.3,0
2018-10-17,제주시,구좌읍,270493.13,43347.678,208354.029,522194.837,53.375,40.875,16.6,0,4.567,0
